	SubjectID1	SubjectID2	Group1	Group2	Distance
294	L6S20	L2S309	No	No	0.9390243902439024
295	L6S20	L2S357	No	No	0.9027777777777778
296	L6S20	L2S382	No	No	0.9111111111111111
297	L6S20	L4S63	No	No	0.935672514619883
298	L6S20	L4S112	No	No	0.9097744360902256
299	L6S20	L4S137	No	No	0.889763779527559
300	L6S68	L1S57	No	No	1.0
301	L6S68	L1S76	No	No	1.0
302	L6S68	L1S105	No	No	1.0
303	L6S68	L2S155	No	No	0.9203539823008849
304	L6S68	L2S175	No	No	0.8857142857142857
305	L6S68	L2S204	No	No	0.9532710280373832
306	L6S68	L2S222	No	No	0.954248366013072
307	L6S68	L3S294	No	No	0.9242424242424242
308	L6S68	L3S313	No	No	0.8873239436619719
309	L6S68	L3S341	No	No	0.9154929577464789
310	L6S68	L3S360	No	No	0.95
311	L6S68	L5S155	No	No	0.6904761904761905
312	L6S68	L5S174	No	No	0.6444444444444445
313	L6S68	L5S203	No	No	0.5581395348837209
314	L6S68	L5S222	No	No	0.5128205128205128
315	L6S68	L1S208	No	No	0.9908256880733946
316	L6S68	L1S257	No	No	1.0
317	L6S68	L1S281	No	No	1.0
318	L6S68	L2S309	No	No	0.9135802469135802
319	L6S68	L2S357	No	No	0.8571428571428571
320	L6S68	L2S382	No	No	0.9037037037037037
321	L6S68	L4S63	No	No	0.9171597633136095
322	L6S68	L4S112	No	No	0.8769230769230769
323	L6S68	L4S137	No	No	0.8548387096774194
324	L6S68	L6S20	No	No	0.4772727272727273
325	L6S93	L1S57	No	No	1.0
326	L6S93	L1S76	No	No	1.0
327	L6S93	L1S105	No	No	0.989247311827957
328	L6S93	L2S155	No	No	0.926829268292683
329	L6S93	L2S175	No	No	0.8558558558558559
330	L6S93	L2S204	No	No	0.9572649572649573
331	L6S93	L2S222	No	No	0.9570552147239264
332	L6S93	L3S294	No	No	0.92
333	L6S93	L3S313	No	No	0.8875
334	L6S93	L3S341	No	No	0.9125
335	L6S93	L3S360	No	No	0.9555555555555556
336	L6S93	L5S155	No	No	0.7254901960784313
337	L6S93	L5S174	No	No	0.660377358490566
338	L6S93	L5S203	No	No	0.6909090909090909
339	L6S93	L5S222	No	No	0.64
340	L6S93	L1S208	No	No	0.9743589743589743
341	L6S93	L1S257	No	No	0.9905660377358491
342	L6S93	L1S281	No	No	0.9907407407407407
343	L6S93	L2S309	No	No	0.9111111111111111
344	L6S93	L2S357	No	No	0.875
345	L6S93	L2S382	No	No	0.8633093525179856
346	L6S93	L4S63	No	No	0.9337016574585635
347	L6S93	L4S112	No	No	0.8695652173913043
348	L6S93	L4S137	No	No	0.8125
349	L6S93	L6S20	No	No	0.5471698113207547
350	L6S93	L6S68	No	No	0.5283018867924528
351	L1S57	L1S8	No	Yes	0.7733333333333333
352	L1S57	L3S242	No	Yes	0.8333333333333334
353	L1S57	L5S104	No	Yes	0.9875
354	L1S57	L1S140	No	Yes	0.7934782608695652
355	L1S57	L2S240	No	Yes	1.0
356	L1S57	L3S378	No	Yes	0.8552631578947368
357	L1S57	L5S240	No	Yes	1.0
358	L1S76	L1S8	No	Yes	0.7692307692307693
359	L1S76	L3S242	No	Yes	0.8181818181818182
360	L1S76	L5S104	No	Yes	0.9852941176470589
361	L1S76	L1S140	No	Yes	0.7777777777777778
362	L1S76	L2S240	No	Yes	1.0
363	L1S76	L3S378	No	Yes	0.828125
364	L1S76	L5S240	No	Yes	1.0
365	L1S105	L1S8	No	Yes	0.7313432835820896
366	L1S105	L3S242	No	Yes	0.7719298245614035
367	L1S105	L5S104	No	Yes	0.9863013698630136
368	L1S105	L1S140	No	Yes	0.7906976744186046
369	L1S105	L2S240	No	Yes	1.0
370	L1S105	L3S378	No	Yes	0.8571428571428571
371	L1S105	L5S240	No	Yes	1.0
372	L2S155	L1S8	No	Yes	0.975
373	L2S155	L3S242	No	Yes	0.9714285714285714
374	L2S155	L5S104	No	Yes	0.912621359223301
375	L2S155	L1S140	No	Yes	0.9857142857142858
376	L2S155	L2S240	No	Yes	0.9009009009009009
377	L2S155	L3S378	No	Yes	0.9827586206896551
